expected,predicted,edgeid,term,closests_zero,closests_one,n_zeros,n_ones,tree
0,0.30508377660553165,9,GO:0006744,2,17,2,4,PTHR11237-1
0,0.3104810028958832,10,GO:0006744,2,17,2,4,PTHR11237-1
1,0.5346637140893841,27,GO:0006744,17,12,2,4,PTHR11237-1
1,0.6326377799426762,42,GO:0006744,23,6,2,4,PTHR11237-1
1,0.6124076917238802,51,GO:0006744,19,6,2,4,PTHR11237-1
1,0.6308416080429553,142,GO:0005829,31,32,2,4,PTHR11254-1
1,0.6176051988399912,174,GO:0005829,33,30,2,4,PTHR11254-1
1,0.6087072310291576,251,GO:0005829,31,30,2,4,PTHR11254-1
1,0.5846282740630344,355,GO:0005829,30,43,2,4,PTHR11254-1
0,0.2706342288455865,488,GO:0005829,2,30,2,4,PTHR11254-1
0,0.2644608915688833,489,GO:0005829,2,30,2,4,PTHR11254-1
1,0.8702064593561988,82,GO:0043065,25,3,2,13,PTHR11256-1
1,0.8666223551454819,84,GO:0043065,26,3,2,13,PTHR11256-1
1,0.8084491789395601,110,GO:0043065,23,6,2,13,PTHR11256-1
1,0.775299120059006,115,GO:0043065,21,6,2,13,PTHR11256-1
1,0.8414715374660926,134,GO:0043065,24,6,2,13,PTHR11256-1
1,0.9265021189062341,138,GO:0043065,22,2,2,13,PTHR11256-1
1,0.9207118027507156,139,GO:0043065,22,2,2,13,PTHR11256-1
1,0.8834140773835801,150,GO:0043065,19,2,2,13,PTHR11256-1
1,0.8809186247636154,151,GO:0043065,19,2,2,13,PTHR11256-1
1,0.7984192515880411,159,GO:0043065,13,5,2,13,PTHR11256-1
1,0.7681486686198288,163,GO:0043065,12,5,2,13,PTHR11256-1
0,0.38029140385875176,177,GO:0043065,2,12,2,13,PTHR11256-1
0,0.37453763349679925,178,GO:0043065,2,12,2,13,PTHR11256-1
1,0.6595173799191922,200,GO:0043065,17,10,2,13,PTHR11256-1
1,0.7380371767912701,206,GO:0043065,21,10,2,13,PTHR11256-1
1,0.8810887867773006,1,GO:0043066,14,6,1,18,PTHR11256-2
1,0.9366477145152928,5,GO:0043066,12,2,1,18,PTHR11256-2
1,0.9342468883516469,6,GO:0043066,12,2,1,18,PTHR11256-2
1,0.9160648523206856,20,GO:0043066,9,2,1,18,PTHR11256-2
1,0.9187155782253578,21,GO:0043066,9,2,1,18,PTHR11256-2
1,0.9253817660993059,23,GO:0043066,10,2,1,18,PTHR11256-2
1,0.9244417913475389,24,GO:0043066,10,2,1,18,PTHR11256-2
1,0.8481107938576846,27,GO:0043066,12,8,1,18,PTHR11256-2
0,0.9041234074825594,42,GO:0043066,NA,8,1,18,PTHR11256-2
1,0.8306802093993759,46,GO:0043066,15,13,1,18,PTHR11256-2
1,0.8464239295403262,65,GO:0043066,16,14,1,18,PTHR11256-2
1,0.8788719293639145,78,GO:0043066,16,6,1,18,PTHR11256-2
1,0.9229503108976365,82,GO:0043066,14,3,1,18,PTHR11256-2
1,0.9116910778518342,84,GO:0043066,15,3,1,18,PTHR11256-2
1,0.7851806778364802,96,GO:0043066,8,9,1,18,PTHR11256-2
1,0.7113766605140621,101,GO:0043066,12,12,1,18,PTHR11256-2
1,0.6997560828760557,186,GO:0043066,17,15,1,18,PTHR11256-2
1,0.8222196492095853,202,GO:0043066,22,10,1,18,PTHR11256-2
1,0.7183127027878429,216,GO:0043066,16,10,1,18,PTHR11256-2
1,0.2288696877159541,150,GO:0043280,2,16,1,2,PTHR11256-3
0,0.7913183483049985,151,GO:0043280,NA,2,1,2,PTHR11256-3
1,0.42927112379550786,200,GO:0043280,16,16,1,2,PTHR11256-3
1,0.8786350832222929,1,GO:0046982,29,6,1,18,PTHR11256-4
1,0.8920323242277068,6,GO:0046982,27,6,1,18,PTHR11256-4
1,0.9466558130779313,20,GO:0046982,24,2,1,18,PTHR11256-4
1,0.9381714820131167,21,GO:0046982,24,2,1,18,PTHR11256-4
1,0.9469807887053291,23,GO:0046982,27,2,1,18,PTHR11256-4
1,0.9456209051977565,24,GO:0046982,27,2,1,18,PTHR11256-4
1,0.873903795467757,27,GO:0046982,29,8,1,18,PTHR11256-4
1,0.867572047858905,42,GO:0046982,23,9,1,18,PTHR11256-4
1,0.8865516828357729,46,GO:0046982,30,5,1,18,PTHR11256-4
1,0.8955868408280252,50,GO:0046982,29,5,1,18,PTHR11256-4
1,0.8396097923735543,69,GO:0046982,30,13,1,18,PTHR11256-4
1,0.9239314313816769,82,GO:0046982,29,3,1,18,PTHR11256-4
1,0.9218625993583489,84,GO:0046982,30,3,1,18,PTHR11256-4
1,0.8419092774042471,110,GO:0046982,27,6,1,18,PTHR11256-4
1,0.805888924798247,116,GO:0046982,25,6,1,18,PTHR11256-4
1,0.8705535335956455,134,GO:0046982,28,6,1,18,PTHR11256-4
1,0.9318420307579127,138,GO:0046982,26,2,1,18,PTHR11256-4
1,0.932441176652198,139,GO:0046982,26,2,1,18,PTHR11256-4
0,0.8243259491406013,163,GO:0046982,NA,23,1,18,PTHR11256-4
1,0.5764300743115135,23,GO:0051881,25,20,1,4,PTHR11256-5
1,0.6089586650994792,78,GO:0051881,29,20,1,4,PTHR11256-5
1,0.5677546866761263,110,GO:0051881,25,26,1,4,PTHR11256-5
1,0.4572760669042673,134,GO:0051881,6,27,1,4,PTHR11256-5
0,0.7346194785957315,138,GO:0051881,NA,6,1,4,PTHR11256-5
0,0.5085787316840209,22,GO:0045185,26,26,2,1,PTHR11346-1
0,0.4813708223546076,205,GO:0045185,26,18,2,1,PTHR11346-1
1,0.3433311123564449,264,GO:0045185,18,NA,2,1,PTHR11346-1
0,0.4912770303914288,18,GO:2001200,30,31,2,1,PTHR11346-2
0,0.5194210451775303,200,GO:2001200,30,23,2,1,PTHR11346-2
1,0.3439301338576726,260,GO:2001200,23,NA,2,1,PTHR11346-2
1,0.6807710989354008,1,GO:0003876,28,20,2,9,PTHR11359-1
1,0.7965587196371954,20,GO:0003876,28,6,2,9,PTHR11359-1
1,0.902274667759843,24,GO:0003876,26,2,2,9,PTHR11359-1
1,0.8960404053314648,25,GO:0003876,26,2,2,9,PTHR11359-1
1,0.760228842108852,43,GO:0003876,28,6,2,9,PTHR11359-1
1,0.760472348461174,47,GO:0003876,26,6,2,9,PTHR11359-1
0,0.51568233572364,83,GO:0003876,2,5,2,9,PTHR11359-1
0,0.5220636646894187,84,GO:0003876,2,5,2,9,PTHR11359-1
1,0.4589140816278338,86,GO:0003876,5,7,2,9,PTHR11359-1
1,0.5178014101828969,95,GO:0003876,8,7,2,9,PTHR11359-1
1,0.4923952119172179,102,GO:0003876,14,8,2,9,PTHR11359-1
1,0.7240338497820693,142,GO:0007131,21,12,1,7,PTHR11361-1
1,0.7142201674485109,153,GO:0007131,19,12,1,7,PTHR11361-1
1,0.7707437002857266,171,GO:0007131,17,5,1,7,PTHR11361-1
1,0.7835478568350749,177,GO:0007131,18,5,1,7,PTHR11361-1
1,0.6650252534270337,311,GO:0007131,17,12,1,7,PTHR11361-1
1,0.7034712081206818,364,GO:0007131,21,12,1,7,PTHR11361-1
1,0.6978338723703617,374,GO:0007131,19,12,1,7,PTHR11361-1
0,0.7618466270906474,415,GO:0007131,NA,17,1,7,PTHR11361-1
0,0.4813654374686299,48,GO:0016446,35,36,2,1,PTHR11361-2
1,0.3586707580608025,186,GO:0016446,35,NA,2,1,PTHR11361-2
0,0.48977826968876526,274,GO:0016446,35,35,2,1,PTHR11361-2
1,0.82255342808764,45,GO:0032137,38,5,1,8,PTHR11361-3
1,0.8175479584218684,48,GO:0032137,37,5,1,8,PTHR11361-3
1,0.7382671641268324,64,GO:0032137,32,11,1,8,PTHR11361-3
1,0.6975635041822107,80,GO:0032137,30,18,1,8,PTHR11361-3
1,0.790640678496604,182,GO:0032137,39,6,1,8,PTHR11361-3
1,0.7977743457281758,186,GO:0032137,37,6,1,8,PTHR11361-3
1,0.6853745797151422,217,GO:0032137,30,22,1,8,PTHR11361-3
0,0.7826458278182384,270,GO:0032137,NA,30,1,8,PTHR11361-3
1,0.689245025813485,415,GO:0032137,30,22,1,8,PTHR11361-3
1,0.36421398788650206,45,GO:0042803,38,NA,2,1,PTHR11361-4
0,0.5136832831389724,182,GO:0042803,39,39,2,1,PTHR11361-4
0,0.49779025039496155,270,GO:0042803,39,38,2,1,PTHR11361-4
1,0.7497006664370551,45,GO:0043570,39,12,1,9,PTHR11361-5
1,0.7907199363102388,64,GO:0043570,33,11,1,9,PTHR11361-5
1,0.8102172104368799,69,GO:0043570,30,7,1,9,PTHR11361-5
1,0.7969905608690597,71,GO:0043570,33,7,1,9,PTHR11361-5
1,0.7440458514192301,89,GO:0043570,27,11,1,9,PTHR11361-5
0,0.8063842646058117,182,GO:0043570,NA,19,1,9,PTHR11361-5
1,0.7216512037264543,205,GO:0043570,19,12,1,9,PTHR11361-5
1,0.7142212217638022,226,GO:0043570,21,12,1,9,PTHR11361-5
1,0.724007848758244,270,GO:0043570,39,19,1,9,PTHR11361-5
1,0.6999318188409056,311,GO:0043570,26,13,1,9,PTHR11361-5
0,0.5949661597920329,24,GO:0003796,12,10,2,4,PTHR11407-1
0,0.5870525126118603,58,GO:0003796,12,12,2,4,PTHR11407-1
1,0.7185425356808972,105,GO:0003796,17,4,2,4,PTHR11407-1
1,0.7252446790080846,108,GO:0003796,17,4,2,4,PTHR11407-1
1,0.42681980765379,135,GO:0003796,10,11,2,4,PTHR11407-1
1,0.3984905161855038,155,GO:0003796,17,13,2,4,PTHR11407-1
0,0.6051794147948988,23,GO:0042742,NA,16,1,2,PTHR11407-2
1,0.48356511591184287,83,GO:0042742,16,15,1,2,PTHR11407-2
1,0.511938304772416,105,GO:0042742,17,15,1,2,PTHR11407-2
0,0.5673689586492283,24,GO:0050829,NA,17,1,3,PTHR11407-3
1,0.8716464741353067,104,GO:0050829,17,2,1,3,PTHR11407-3
1,0.8550114355817696,105,GO:0050829,17,2,1,3,PTHR11407-3
1,0.7455085338574015,108,GO:0050829,17,4,1,3,PTHR11407-3
0,0.6428632382715774,14,GO:0000719,NA,34,1,2,PTHR11455-1
1,0.455119460100195,170,GO:0000719,34,21,1,2,PTHR11455-1
1,0.4760623385612755,189,GO:0000719,37,21,1,2,PTHR11455-1
0,0.5981938913184736,14,GO:0003904,22,32,2,4,PTHR11455-2
0,0.6260883638068204,34,GO:0003904,22,32,2,4,PTHR11455-2
1,0.7344378984038489,169,GO:0003904,32,4,2,4,PTHR11455-2
1,0.7133692535403664,170,GO:0003904,34,4,2,4,PTHR11455-2
1,0.6004268324366137,185,GO:0003904,32,6,2,4,PTHR11455-2
1,0.4711468675477133,189,GO:0003904,37,19,2,4,PTHR11455-2
0,0.5546632089245529,14,GO:0003914,22,25,2,2,PTHR11455-3
0,0.5544020099953743,34,GO:0003914,22,25,2,2,PTHR11455-3
1,0.4223376377623525,74,GO:0003914,25,16,2,2,PTHR11455-3
1,0.4096623339711422,101,GO:0003914,27,16,2,2,PTHR11455-3
0,0.5940346807902156,121,GO:0016301,NA,8,1,1,PTHR11455-4
1,0.330956742629441,143,GO:0016301,8,NA,1,1,PTHR11455-4
1,0.7163240126666491,3,GO:0045892,25,13,1,10,PTHR11455-5
1,0.8311713886789548,14,GO:0045892,37,6,1,10,PTHR11455-5
1,0.854535067758215,18,GO:0045892,35,6,1,10,PTHR11455-5
1,0.85255474085187255,32,GO:0045892,30,10,1,10,PTHR11455-5
1,0.8364769021359334,34,GO:0045892,37,6,1,10,PTHR11455-5
1,0.8600942376126022,38,GO:0045892,35,6,1,10,PTHR11455-5
1,0.9370348926016244,52,GO:0045892,32,2,1,10,PTHR11455-5
1,0.93329933141321,53,GO:0045892,32,2,1,10,PTHR11455-5
1,0.9343482543693264,57,GO:0045892,32,2,1,10,PTHR11455-5
1,0.9390057441813221,58,GO:0045892,32,2,1,10,PTHR11455-5
0,0.6634472405169054,189,GO:0045892,NA,25,1,10,PTHR11455-5
0,0.6047081625103975,121,GO:0046777,NA,8,1,1,PTHR11455-6
1,0.3228250396057135,143,GO:0046777,8,NA,1,1,PTHR11455-6
1,0.8457921609315933,9,GO:0004867,13,17,2,39,PTHR11461-1
1,0.8142966911986507,19,GO:0004867,12,14,2,39,PTHR11461-1
0,0.9104111058000502,31,GO:0004867,13,11,2,39,PTHR11461-1
1,0.86526236139673,41,GO:0004867,13,8,2,39,PTHR11461-1
1,0.9318227612612849,47,GO:0004867,11,2,2,39,PTHR11461-1
1,0.9290048618726344,48,GO:0004867,11,2,2,39,PTHR11461-1
0,0.9198938946335973,72,GO:0004867,13,12,2,39,PTHR11461-1
1,0.8881656522975382,77,GO:0004867,16,14,2,39,PTHR11461-1
1,0.9219524260903798,89,GO:0004867,16,7,2,39,PTHR11461-1
1,0.9185308087524048,100,GO:0004867,17,7,2,39,PTHR11461-1
1,0.9057113341132402,109,GO:0004867,17,11,2,39,PTHR11461-1
1,0.9729132170710442,154,GO:0004867,14,2,2,39,PTHR11461-1
1,0.9709477909934806,157,GO:0004867,14,2,2,39,PTHR11461-1
1,0.9718887157823343,159,GO:0004867,14,2,2,39,PTHR11461-1
1,0.9017891896392307,206,GO:0004867,29,16,2,39,PTHR11461-1
1,0.9270278945758337,233,GO:0004867,29,6,2,39,PTHR11461-1
1,0.9337476323808792,238,GO:0004867,27,6,2,39,PTHR11461-1
1,0.9622159259085531,280,GO:0004867,29,2,2,39,PTHR11461-1
1,0.9642413249597852,286,GO:0004867,29,2,2,39,PTHR11461-1
1,0.9220836856027155,333,GO:0004867,28,8,2,39,PTHR11461-1
1,0.9505754992251295,343,GO:0004867,27,3,2,39,PTHR11461-1
1,0.9560205929743417,346,GO:0004867,26,3,2,39,PTHR11461-1
1,0.8947266752044293,417,GO:0004867,24,19,2,39,PTHR11461-1
1,0.9358875696295234,457,GO:0004867,26,6,2,39,PTHR11461-1
1,0.9681763368081157,461,GO:0004867,24,2,2,39,PTHR11461-1
1,0.9698613153916411,462,GO:0004867,24,2,2,39,PTHR11461-1
1,0.9364097832234897,477,GO:0004867,26,6,2,39,PTHR11461-1
1,0.969413868302863,481,GO:0004867,24,2,2,39,PTHR11461-1
1,0.9698581593980793,482,GO:0004867,24,2,2,39,PTHR11461-1
1,0.9407270227485269,495,GO:0004867,19,9,2,39,PTHR11461-1
1,0.9287289578516695,497,GO:0004867,25,6,2,39,PTHR11461-1
1,0.9338212369497604,501,GO:0004867,23,6,2,39,PTHR11461-1
1,0.9278384633355707,541,GO:0004867,26,6,2,39,PTHR11461-1
1,0.9392382797039519,546,GO:0004867,24,6,2,39,PTHR11461-1
1,0.9407270040367497,554,GO:0004867,20,8,2,39,PTHR11461-1
1,0.9292276419833999,560,GO:0004867,26,6,2,39,PTHR11461-1
1,0.9322512086850101,565,GO:0004867,24,6,2,39,PTHR11461-1
1,0.904140770235576,691,GO:0004867,27,16,2,39,PTHR11461-1
1,0.8863410142479613,749,GO:0004867,17,12,2,39,PTHR11461-1
1,0.9111952735920202,779,GO:0004867,19,8,2,39,PTHR11461-1
1,0.9085841944113561,799,GO:0004867,21,8,2,39,PTHR11461-1
1,0.5723155140603251,42,GO:0005634,25,24,1,3,PTHR11461-2
1,0.5187785616269746,89,GO:0005634,11,24,1,3,PTHR11461-2
0,0.6856638599847492,109,GO:0005634,NA,11,1,3,PTHR11461-2
1,0.4911046243949234,949,GO:0005634,27,26,1,3,PTHR11461-2
0,0.5578245792137506,72,GO:0030414,NA,26,1,1,PTHR11461-3
1,0.40241437257548957,675,GO:0030414,26,NA,1,1,PTHR11461-3
0,0.7587397014940059,1,GO:0005104,22,21,2,11,PTHR11486-1
0,0.7807986026667271,65,GO:0005104,22,21,2,11,PTHR11486-1
1,0.7147004998370913,121,GO:0005104,23,18,2,11,PTHR11486-1
1,0.725365266522765,143,GO:0005104,26,19,2,11,PTHR11486-1
1,0.8102024169619232,167,GO:0005104,27,6,2,11,PTHR11486-1
1,0.8106583049936344,173,GO:0005104,25,6,2,11,PTHR11486-1
1,0.7340044097722414,187,GO:0005104,28,19,2,11,PTHR11486-1
1,0.7395997327981471,259,GO:0005104,28,15,2,11,PTHR11486-1
1,0.7436191186058658,279,GO:0005104,28,15,2,11,PTHR11486-1
1,0.7391017548203515,314,GO:0005104,21,15,2,11,PTHR11486-1
1,0.729109207200596,326,GO:0005104,25,17,2,11,PTHR11486-1
1,0.7285976071095062,344,GO:0005104,24,16,2,11,PTHR11486-1
1,0.7281892324592852,361,GO:0005104,24,16,2,11,PTHR11486-1
1,0.6596544404738539,187,GO:0005576,24,6,1,3,PTHR11486-2
1,0.6596881554924443,191,GO:0005576,22,6,1,3,PTHR11486-2
0,0.6490419288710078,214,GO:0005576,NA,18,1,3,PTHR11486-2
1,0.5500357960801256,230,GO:0005576,18,22,1,3,PTHR11486-2
0,0.5345866224222802,48,GO:0006915,NA,27,1,1,PTHR11486-3
1,0.39562780539809844,429,GO:0006915,27,NA,1,1,PTHR11486-3
0,0.7252117773227,48,GO:0008283,NA,18,1,5,PTHR11486-4
1,0.6283804751172195,148,GO:0008283,22,18,1,5,PTHR11486-4
1,0.6497727314717427,181,GO:0008283,20,14,1,5,PTHR11486-4
1,0.6471687831508594,192,GO:0008283,24,14,1,5,PTHR11486-4
1,0.6217115448583682,355,GO:0008283,18,16,1,5,PTHR11486-4
1,0.5930170127700352,408,GO:0008283,27,23,1,5,PTHR11486-4
0,0.8593435250785624,1,GO:0008543,22,19,2,21,PTHR11486-5
0,0.8567579526178198,65,GO:0008543,22,19,2,21,PTHR11486-5
1,0.8277581231022938,86,GO:0008543,25,17,2,21,PTHR11486-5
1,0.8277546857117426,99,GO:0008543,26,17,2,21,PTHR11486-5
1,0.8256268330565799,121,GO:0008543,23,16,2,21,PTHR11486-5
1,0.8219237074611172,143,GO:0008543,26,19,2,21,PTHR11486-5
1,0.8698223171237582,167,GO:0008543,27,6,2,21,PTHR11486-5
1,0.8748601247858507,173,GO:0008543,25,6,2,21,PTHR11486-5
1,0.8298238455516447,187,GO:0008543,28,19,2,21,PTHR11486-5
1,0.8265905163621212,226,GO:0008543,28,20,2,21,PTHR11486-5
1,0.8338004984179506,259,GO:0008543,28,20,2,21,PTHR11486-5
1,0.8871081483396193,299,GO:0008543,27,5,2,21,PTHR11486-5
1,0.8853878803097546,302,GO:0008543,26,5,2,21,PTHR11486-5
1,0.8912915224019916,321,GO:0008543,27,6,2,21,PTHR11486-5
1,0.9413750198644527,325,GO:0008543,25,2,2,21,PTHR11486-5
1,0.9441607937278692,326,GO:0008543,25,2,2,21,PTHR11486-5
1,0.8268773288962985,344,GO:0008543,24,16,2,21,PTHR11486-5
1,0.8276082647108597,361,GO:0008543,24,16,2,21,PTHR11486-5
1,0.6515451699486727,381,GO:0008543,19,16,2,21,PTHR11486-5
1,0.7924011038891065,407,GO:0008543,29,15,2,21,PTHR11486-5
1,0.8616443389201186,425,GO:0008543,31,6,2,21,PTHR11486-5
1,0.8534524485288861,429,GO:0008543,29,6,2,21,PTHR11486-5
1,0.7783256851008045,450,GO:0008543,28,15,2,21,PTHR11486-5
1,0.5429126630006846,283,GO:0030878,13,26,1,3,PTHR11486-6
0,0.6496421921524581,314,GO:0030878,NA,13,1,3,PTHR11486-6
1,0.5713238780774968,429,GO:0030878,24,11,1,3,PTHR11486-6
1,0.5377424725801377,445,GO:0030878,21,11,1,3,PTHR11486-6
1,0.4668237935689329,6,GO:0003677,18,18,2,3,PTHR11492-1
1,0.7689717778119214,26,GO:0003677,18,2,2,3,PTHR11492-1
1,0.763664947725641,27,GO:0003677,18,2,2,3,PTHR11492-1
0,0.4290426129446191,44,GO:0003677,6,20,2,3,PTHR11492-1
0,0.4480824714644556,49,GO:0003677,6,18,2,3,PTHR11492-1
1,0.5992551200585214,34,GO:0004180,29,19,2,7,PTHR11532-1
1,0.6154272541150446,52,GO:0004180,18,20,2,7,PTHR11532-1
0,0.6970194619618312,73,GO:0004180,18,18,2,7,PTHR11532-1
0,0.7105749485144103,91,GO:0004180,18,18,2,7,PTHR11532-1
1,0.8347585971618126,138,GO:0004180,22,2,2,7,PTHR11532-1
1,0.8294797836237925,139,GO:0004180,22,2,2,7,PTHR11532-1
1,0.8321457013835398,191,GO:0004180,26,2,2,7,PTHR11532-1
1,0.8378822766783879,192,GO:0004180,26,2,2,7,PTHR11532-1
1,0.5868767588532444,210,GO:0004180,20,18,2,7,PTHR11532-1
0,0.6858264957311679,73,GO:0005615,NA,18,1,3,PTHR11532-2
1,0.5131199430764748,91,GO:0005615,18,22,1,3,PTHR11532-2
1,0.5696467394287315,139,GO:0005615,22,22,1,3,PTHR11532-2
1,0.5441949606841452,192,GO:0005615,26,26,1,3,PTHR11532-2
0,0.5037065333153337,73,GO:0006508,18,22,2,1,PTHR11532-3
0,0.5006796067273275,91,GO:0006508,18,22,2,1,PTHR11532-3
1,0.35383747339826627,139,GO:0006508,22,NA,2,1,PTHR11532-3
1,0.8622309852005678,1,GO:0005739,30,6,1,14,PTHR11566-1
1,0.9337052410034911,5,GO:0005739,28,2,1,14,PTHR11566-1
1,0.9331347357000201,6,GO:0005739,28,2,1,14,PTHR11566-1
1,0.8076570283933011,27,GO:0005739,21,8,1,14,PTHR11566-1
1,0.8256986654976219,30,GO:0005739,23,8,1,14,PTHR11566-1
1,0.8542508356805821,128,GO:0005739,31,7,1,14,PTHR11566-1
1,0.936431818192,134,GO:0005739,28,2,1,14,PTHR11566-1
1,0.9401230366049311,135,GO:0005739,28,2,1,14,PTHR11566-1
1,0.8578626638792032,136,GO:0005739,29,7,1,14,PTHR11566-1
1,0.7797646095001539,157,GO:0005739,20,12,1,14,PTHR11566-1
1,0.7140130766141312,195,GO:0005739,16,12,1,14,PTHR11566-1
0,0.7989034208530152,300,GO:0005739,NA,10,1,14,PTHR11566-1
1,0.6632572759377037,323,GO:0005739,10,18,1,14,PTHR11566-1
1,0.8832612865229661,382,GO:0005739,17,2,1,14,PTHR11566-1
1,0.8867751030091987,383,GO:0005739,17,2,1,14,PTHR11566-1
0,0.42461093413418705,128,GO:0005783,7,26,2,1,PTHR11566-2
0,0.37269159004621527,135,GO:0005783,7,23,2,1,PTHR11566-2
1,0.2727818204472875,215,GO:0005783,23,NA,2,1,PTHR11566-2
1,0.8378475571132814,1,GO:0005829,31,6,1,12,PTHR11566-3
1,0.838741049368422,6,GO:0005829,29,6,1,12,PTHR11566-3
1,0.7797037461002335,50,GO:0005829,26,23,1,12,PTHR11566-3
1,0.8567322719825374,128,GO:0005829,32,7,1,12,PTHR11566-3
1,0.9291516748746623,134,GO:0005829,29,2,1,12,PTHR11566-3
1,0.9305027321309567,135,GO:0005829,29,2,1,12,PTHR11566-3
1,0.8528215544061933,136,GO:0005829,30,7,1,12,PTHR11566-3
1,0.7569009830897703,186,GO:0005829,21,20,1,12,PTHR11566-3
1,0.7463541902243416,247,GO:0005829,17,12,1,12,PTHR11566-3
1,0.7251325524050017,284,GO:0005829,17,12,1,12,PTHR11566-3
1,0.343548043386984,382,GO:0005829,2,17,1,12,PTHR11566-3
0,0.9168658285605529,383,GO:0005829,NA,2,1,12,PTHR11566-3
1,0.7827379155542766,420,GO:0005829,32,31,1,12,PTHR11566-3
0,0.8273572246398145,135,GO:0005886,NA,22,1,11,PTHR11566-4
1,0.6613943460322759,202,GO:0005886,22,9,1,11,PTHR11566-4
1,0.639610815037815,206,GO:0005886,23,9,1,11,PTHR11566-4
1,0.8554528149209065,247,GO:0005886,28,4,1,11,PTHR11566-4
1,0.8516514749097166,261,GO:0005886,28,4,1,11,PTHR11566-4
1,0.7834953699776644,284,GO:0005886,28,12,1,11,PTHR11566-4
1,0.7969230159934066,300,GO:0005886,28,10,1,11,PTHR11566-4
1,0.7942823063561484,323,GO:0005886,30,10,1,11,PTHR11566-4
1,0.7536411847491956,382,GO:0005886,29,14,1,11,PTHR11566-4
1,0.7582609236847442,425,GO:0005886,39,18,1,11,PTHR11566-4
1,0.7603606800305479,447,GO:0005886,39,18,1,11,PTHR11566-4
1,0.7466405850992913,474,GO:0005886,33,18,1,11,PTHR11566-4
1,0.2784557433592125,171,GO:0030479,6,NA,2,1,PTHR11566-5
0,0.481675446704838,181,GO:0030479,7,6,2,1,PTHR11566-5
0,0.3659150637581493,195,GO:0030479,7,11,2,1,PTHR11566-5
1,0.7161631363382995,65,GO:0008253,20,6,2,6,PTHR11575-1
1,0.8417682573009081,69,GO:0008253,18,2,2,6,PTHR11575-1
1,0.8479222167649597,70,GO:0008253,18,2,2,6,PTHR11575-1
0,0.724566075110376,103,GO:0008253,7,7,2,6,PTHR11575-1
0,0.8884866753980163,113,GO:0008253,7,2,2,6,PTHR11575-1
1,0.46398471703409516,114,GO:0008253,2,2,2,6,PTHR11575-1
1,0.4275785395212411,115,GO:0008253,2,2,2,6,PTHR11575-1
1,0.4791184625999251,218,GO:0008253,21,22,2,6,PTHR11575-1
1,0.6211062239442213,448,GO:0005829,20,16,2,7,PTHR11588-1
1,0.6167160399362277,522,GO:0005829,20,16,2,7,PTHR11588-1
1,0.15379498187895518,671,GO:0005829,2,14,2,7,PTHR11588-1
0,0.5597538732391462,672,GO:0005829,2,2,2,7,PTHR11588-1
0,0.574223463684903,673,GO:0005829,2,2,2,7,PTHR11588-1
1,0.9038863063641236,687,GO:0005829,14,2,2,7,PTHR11588-1
1,0.9000463225524656,688,GO:0005829,14,2,2,7,PTHR11588-1
1,0.8987658968207415,689,GO:0005829,14,2,2,7,PTHR11588-1
1,0.6453438417277484,1085,GO:0005829,29,29,2,7,PTHR11588-1
0,0.6048533004132686,21,GO:0005634,31,6,2,1,PTHR11595-1
1,0.26771909971088015,32,GO:0005634,6,NA,2,1,PTHR11595-1
0,0.4932959386428229,62,GO:0005634,31,29,2,1,PTHR11595-1
0,0.5770508471668393,1,GO:0005615,5,14,2,13,PTHR11610-1
0,0.5700603391473226,5,GO:0005615,5,13,2,13,PTHR11610-1
1,0.8194339969984464,13,GO:0005615,14,5,2,13,PTHR11610-1
1,0.8080181006919387,17,GO:0005615,13,5,2,13,PTHR11610-1
1,0.8196703396860899,32,GO:0005615,16,6,2,13,PTHR11610-1
1,0.8061172069728182,37,GO:0005615,14,6,2,13,PTHR11610-1
1,0.7546404412657122,84,GO:0005615,27,14,2,13,PTHR11610-1
1,0.7564583703652594,95,GO:0005615,29,14,2,13,PTHR11610-1
1,0.8495930603842707,186,GO:0005615,29,6,2,13,PTHR11610-1
1,0.9258604347844968,190,GO:0005615,27,2,2,13,PTHR11610-1
1,0.9230108006117601,191,GO:0005615,27,2,2,13,PTHR11610-1
1,0.8233905482369955,207,GO:0005615,29,6,2,13,PTHR11610-1
1,0.8267711774997792,211,GO:0005615,27,6,2,13,PTHR11610-1
1,0.8257193669403583,228,GO:0005615,29,6,2,13,PTHR11610-1
1,0.8187101074174457,233,GO:0005615,27,6,2,13,PTHR11610-1
0,0.4730228453451386,1,GO:0016298,5,14,2,4,PTHR11610-2
0,0.48272115934905563,5,GO:0016298,5,13,2,4,PTHR11610-2
1,0.5669450652218281,17,GO:0016298,13,11,2,4,PTHR11610-2
1,0.6683994631004522,32,GO:0016298,16,6,2,4,PTHR11610-2
1,0.6354631482920536,37,GO:0016298,14,6,2,4,PTHR11610-2
1,0.526405953974953,190,GO:0016298,27,28,2,4,PTHR11610-2
1,0.8581892283126555,1,GO:0015280,29,6,2,17,PTHR11690-1
1,0.9300284771244727,5,GO:0015280,27,2,2,17,PTHR11690-1
1,0.9311702071891035,6,GO:0015280,27,2,2,17,PTHR11690-1
1,0.8594897910533291,18,GO:0015280,29,6,2,17,PTHR11690-1
1,0.9328638326859182,23,GO:0015280,27,2,2,17,PTHR11690-1
1,0.935030600104255,24,GO:0015280,27,2,2,17,PTHR11690-1
1,0.8630232993150292,36,GO:0015280,29,6,2,17,PTHR11690-1
