expected,predicted,edgeid,term,closests_zero,closests_one,n_zeros,n_ones,tree
1,0.7063903722509076,262,GO:0006338,31,19,1,10,PTHR10799-2
1,0.7542863082774106,338,GO:0006338,41,19,1,10,PTHR10799-2
1,0.8138514561716169,355,GO:0006338,42,6,1,10,PTHR10799-2
1,0.8117017947573991,359,GO:0006338,40,6,1,10,PTHR10799-2
1,0.8271582045094363,398,GO:0006338,31,4,1,10,PTHR10799-2
1,0.83793196603992115,400,GO:0006338,31,4,1,10,PTHR10799-2
1,0.4093237239249629,262,GO:0006348,22,NA,1,1,PTHR10799-3
0,0.5344587712787648,400,GO:0006348,NA,22,1,1,PTHR10799-3
0,0.7770326873286615,99,GO:0006348,NA,2,1,1,PTHR10809-1
1,0.17084465965441611,100,GO:0006348,2,NA,1,1,PTHR10809-1
0,0.5681556087958912,12,GO:0007029,NA,22,1,1,PTHR10809-2
1,0.43274693594494235,33,GO:0007029,22,NA,1,1,PTHR10809-2
0,0.573875801863899,38,GO:0097027,NA,18,1,1,PTHR10825-1
1,0.3892999773882894,59,GO:0097027,18,NA,1,1,PTHR10825-1
0,0.5674558837516315,75,GO:0051016,NA,26,1,1,PTHR10829-1
1,0.38904770285037454,111,GO:0051016,26,NA,1,1,PTHR10829-1
1,0.35579219791138533,7,GO:0008021,3,19,1,4,PTHR10838-1
0,0.8412277701148902,8,GO:0008021,NA,3,1,4,PTHR10838-1
1,0.597061070103738,27,GO:0008021,18,18,1,4,PTHR10838-1
1,0.6127964026829842,63,GO:0008021,18,18,1,4,PTHR10838-1
1,0.527803212184505,78,GO:0008021,18,18,1,4,PTHR10838-1
1,0.77589200558746,12,GO:0004733,24,6,1,6,PTHR10851-1
1,0.7632887775450229,17,GO:0004733,22,6,1,6,PTHR10851-1
1,0.6922209013821747,41,GO:0004733,19,16,1,6,PTHR10851-1
1,0.6972622314927823,51,GO:0004733,15,12,1,6,PTHR10851-1
1,0.4671878133274626,68,GO:0004733,7,9,1,6,PTHR10851-1
0,0.5461122422956366,72,GO:0004733,NA,6,1,6,PTHR10851-1
1,0.4350134816654367,90,GO:0004733,6,9,1,6,PTHR10851-1
0,0.6949160342594038,36,GO:0004521,NA,4,1,1,PTHR10853-1
1,0.22380483416163846,38,GO:0004521,4,NA,1,1,PTHR10853-1
0,0.5684874749212888,27,GO:0045334,NA,29,1,1,PTHR10857-1
1,0.42541705189843965,87,GO:0045334,29,NA,1,1,PTHR10857-1
0,0.6753634464751617,1,GO:0004407,NA,21,1,3,PTHR10865-1
1,0.5391152794445989,24,GO:0004407,21,21,1,3,PTHR10865-1
1,0.5468639631376316,42,GO:0004407,22,21,1,3,PTHR10865-1
1,0.5391953794430363,124,GO:0004407,32,31,1,3,PTHR10865-1
0,0.6537173791013995,1,GO:0016575,NA,21,1,2,PTHR10865-2
1,0.5148154333417863,24,GO:0016575,21,21,1,2,PTHR10865-2
1,0.459712137911001,42,GO:0016575,22,21,1,2,PTHR10865-2
1,0.3435777797823987,100,GO:0060215,7,NA,1,1,PTHR10865-3
0,0.6308303754355371,138,GO:0060215,NA,7,1,1,PTHR10865-3
1,0.5112171249568169,1,GO:0005829,23,25,1,2,PTHR10871-1
0,0.5346090992752479,93,GO:0005829,NA,14,1,2,PTHR10871-1
1,0.3521200274398406,210,GO:0005829,14,25,1,2,PTHR10871-1
0,0.7003788615917519,165,GO:0009507,NA,4,1,1,PTHR10871-2
1,0.2373027587202767,169,GO:0009507,4,NA,1,1,PTHR10871-2
0,0.5540374322769345,75,GO:0001581,NA,30,1,1,PTHR10877-1
1,0.40285058260698164,275,GO:0001581,30,NA,1,1,PTHR10877-1
0,0.558215818004191,75,GO:0033040,NA,30,1,1,PTHR10877-2
1,0.4327792870021861,275,GO:0033040,30,NA,1,1,PTHR10877-2
0,0.5452858785118135,75,GO:0071468,NA,30,1,1,PTHR10877-3
1,0.42226638789978294,275,GO:0071468,30,NA,1,1,PTHR10877-3
1,0.4184913753305104,143,GO:0003678,31,NA,1,1,PTHR10887-1
0,0.6107634880271287,618,GO:0003678,NA,31,1,1,PTHR10887-1
0,0.6292503463131747,146,GO:0005739,NA,26,1,2,PTHR10887-2
1,0.4984634151839467,324,GO:0005739,26,33,1,2,PTHR10887-2
1,0.5001720934551009,618,GO:0005739,31,33,1,2,PTHR10887-2
0,0.602561391408997,263,GO:0005829,NA,21,1,2,PTHR10887-3
1,0.5193885569747919,324,GO:0005829,21,24,1,2,PTHR10887-3
1,0.5106607914610041,333,GO:0005829,25,24,1,2,PTHR10887-3
1,0.708017008999901,129,GO:0016246,9,4,1,4,PTHR10887-4
1,0.7001277027536039,132,GO:0016246,9,4,1,4,PTHR10887-4
0,0.7480845288359053,135,GO:0016246,NA,9,1,4,PTHR10887-4
1,0.5676307960299682,263,GO:0016246,18,17,1,4,PTHR10887-4
1,0.5979692793709939,324,GO:0016246,27,21,1,4,PTHR10887-4
0,0.5555534740456529,135,GO:0035195,NA,31,1,1,PTHR10887-5
1,0.4285378150610293,333,GO:0035195,31,NA,1,1,PTHR10887-5
1,0.5853959824744863,1,GO:0004817,25,24,1,3,PTHR10890-1
1,0.5952120476693439,39,GO:0004817,17,18,1,3,PTHR10890-1
0,0.5009711067927726,155,GO:0004817,NA,7,1,3,PTHR10890-1
1,0.36473119934827164,185,GO:0004817,7,18,1,3,PTHR10890-1
1,0.743044216563686,5,GO:0004839,27,18,1,11,PTHR10953-1
1,0.7096311592255852,32,GO:0004839,17,9,1,11,PTHR10953-1
1,0.6759737982983919,107,GO:0004839,16,9,1,11,PTHR10953-1
0,0.8048015438253272,153,GO:0004839,NA,16,1,11,PTHR10953-1
1,0.847362831979876,484,GO:0004839,32,6,1,11,PTHR10953-1
1,0.8794478485966846,487,GO:0004839,32,4,1,11,PTHR10953-1
1,0.8815402210238652,489,GO:0004839,32,4,1,11,PTHR10953-1
1,0.7659397573072478,513,GO:0004839,24,13,1,11,PTHR10953-1
1,0.8245294825614935,521,GO:0004839,23,6,1,11,PTHR10953-1
1,0.8208485282083214,530,GO:0004839,19,6,1,11,PTHR10953-1
1,0.8110592532044788,565,GO:0004839,20,6,1,11,PTHR10953-1
1,0.8078697257697205,574,GO:0004839,20,6,1,11,PTHR10953-1
1,0.5632435620539789,132,GO:0019779,29,19,1,3,PTHR10953-2
1,0.5715980901987142,153,GO:0019779,24,17,1,3,PTHR10953-2
1,0.536109518632804,161,GO:0019779,23,17,1,3,PTHR10953-2
0,0.6242253872726025,513,GO:0019779,NA,23,1,3,PTHR10953-2
0,0.5346032678788434,153,GO:0035096,NA,24,1,1,PTHR10953-3
1,0.40711388342896926,513,GO:0035096,24,NA,1,1,PTHR10953-3
0,0.5678231513995181,49,GO:0007094,NA,14,1,4,PTHR10971-1
1,0.6730318946432251,112,GO:0007094,18,8,1,4,PTHR10971-1
1,0.6682844628097218,116,GO:0007094,20,8,1,4,PTHR10971-1
1,0.5294244564656833,134,GO:0007094,14,12,1,4,PTHR10971-1
1,0.5646363455780782,170,GO:0007094,16,14,1,4,PTHR10971-1
0,0.6033161824384304,58,GO:0071820,NA,19,1,2,PTHR10985-1
1,0.7604507326985315,161,GO:0071820,19,2,1,2,PTHR10985-1
1,0.776171892763356,162,GO:0071820,19,2,1,2,PTHR10985-1
0,0.68904997950269,77,GO:0005249,NA,25,1,4,PTHR11003-1
1,0.582832782208555,129,GO:0005249,29,22,1,4,PTHR11003-1
1,0.6035591239360591,202,GO:0005249,34,23,1,4,PTHR11003-1
1,0.6094311607671545,342,GO:0005249,32,21,1,4,PTHR11003-1
1,0.47958939648451426,587,GO:0005249,25,21,1,4,PTHR11003-1
1,0.8797309819846666,29,GO:0005634,41,6,1,16,PTHR11006-1
1,0.9381393447816824,33,GO:0005634,39,2,1,16,PTHR11006-1
1,0.9440068115381883,34,GO:0005634,39,2,1,16,PTHR11006-1
1,0.8062715837539117,50,GO:0005634,31,14,1,16,PTHR11006-1
1,0.9089297481449681,69,GO:0005634,29,2,1,16,PTHR11006-1
1,0.9105518006475932,70,GO:0005634,29,2,1,16,PTHR11006-1
1,0.8017619518668959,80,GO:0005634,37,20,1,16,PTHR11006-1
1,0.8010876202687992,103,GO:0005634,39,18,1,16,PTHR11006-1
1,0.8048693594187036,123,GO:0005634,33,16,1,16,PTHR11006-1
1,0.8047683097773273,182,GO:0005634,41,24,1,16,PTHR11006-1
0,0.8642257419184237,284,GO:0005634,NA,20,1,16,PTHR11006-1
1,0.8541053867001228,305,GO:0005634,20,6,1,16,PTHR11006-1
1,0.8564562574902942,311,GO:0005634,20,6,1,16,PTHR11006-1
1,0.863275134790475,361,GO:0005634,26,6,1,16,PTHR11006-1
1,0.8468189836925228,369,GO:0005634,22,6,1,16,PTHR11006-1
1,0.7668829207153641,384,GO:0005634,25,11,1,16,PTHR11006-1
1,0.8082508702048088,426,GO:0005634,29,12,1,16,PTHR11006-1
1,0.451029956065568,103,GO:0005730,26,NA,1,1,PTHR11006-2
0,0.5302798473426173,426,GO:0005730,NA,26,1,1,PTHR11006-2
0,0.7341015694440763,100,GO:0050829,NA,4,1,2,PTHR11022-1
1,0.34477440675950694,102,GO:0050829,4,7,1,2,PTHR11022-1
1,0.45623539258407986,109,GO:0050829,7,7,1,2,PTHR11022-1
1,0.549718998633207,27,GO:0006606,24,8,1,2,PTHR11024-1
1,0.5428537968188546,30,GO:0006606,26,8,1,2,PTHR11024-1
0,0.5928360144840228,122,GO:0006606,NA,24,1,2,PTHR11024-1
0,0.7189388481629676,556,GO:0042803,NA,6,1,2,PTHR11062-1
1,0.3817712831417386,560,GO:0042803,6,28,1,2,PTHR11062-1
1,0.504117363526063,596,GO:0042803,30,28,1,2,PTHR11062-1
1,0.3931685181045391,436,GO:0050821,10,NA,1,1,PTHR11071-1
0,0.5926959068294039,451,GO:0050821,NA,10,1,1,PTHR11071-1
1,0.48751796059951524,49,GO:0061077,39,33,1,2,PTHR11071-2
0,0.6679100518577661,436,GO:0061077,NA,10,1,2,PTHR11071-2
1,0.44012913045567,451,GO:0061077,10,33,1,2,PTHR11071-2
1,0.6782672840347229,4,GO:0005509,39,18,1,7,PTHR11073-1
1,0.6692528517969486,46,GO:0005509,31,13,1,7,PTHR11073-1
1,0.5834688050577693,73,GO:0005509,28,13,1,7,PTHR11073-1
0,0.7605580023307333,119,GO:0005509,NA,19,1,7,PTHR11073-1
1,0.7825887500500508,148,GO:0005509,22,6,1,7,PTHR11073-1
1,0.8866422100130564,152,GO:0005509,20,2,1,7,PTHR11073-1
1,0.8915769486015356,153,GO:0005509,20,2,1,7,PTHR11073-1
1,0.6239085932640265,174,GO:0005509,19,19,1,7,PTHR11073-1
1,0.4513254436310872,110,GO:0005730,30,22,1,2,PTHR11097-1
0,0.6118028902243262,148,GO:0005730,NA,24,1,2,PTHR11097-1
1,0.44161024485052536,182,GO:0005730,24,22,1,2,PTHR11097-1
1,0.7877810678994174,1,GO:0004326,22,6,1,7,PTHR11136-1
1,0.8013189490709008,6,GO:0004326,20,6,1,7,PTHR11136-1
1,0.6666652539078431,44,GO:0004326,13,16,1,7,PTHR11136-1
1,0.6891386357315004,81,GO:0004326,9,7,1,7,PTHR11136-1
1,0.8601180948340152,88,GO:0004326,10,2,1,7,PTHR11136-1
1,0.8715133271979115,89,GO:0004326,10,2,1,7,PTHR11136-1
0,0.5196278750798147,115,GO:0004326,NA,8,1,7,PTHR11136-1
1,0.47782608687502387,164,GO:0004326,8,13,1,7,PTHR11136-1
1,0.4604703443806028,112,GO:0000184,23,31,1,2,PTHR11139-1
1,0.49694426246611473,309,GO:0000184,20,31,1,2,PTHR11139-1
0,0.5979174341760538,334,GO:0000184,NA,20,1,2,PTHR11139-1
0,0.6485240968044074,5,GO:0005173,NA,16,1,2,PTHR11202-1
1,0.4787806424407007,19,GO:0005173,16,18,1,2,PTHR11202-1
1,0.4760377840652635,39,GO:0005173,16,18,1,2,PTHR11202-1
1,0.59864275672441,6,GO:0042803,18,17,1,4,PTHR11219-1
1,0.5947271046863282,26,GO:0042803,18,17,1,4,PTHR11219-1
1,0.5787819485235007,45,GO:0042803,17,17,1,4,PTHR11219-1
0,0.696781426802919,66,GO:0042803,NA,17,1,4,PTHR11219-1
1,0.5311543139232004,107,GO:0042803,20,19,1,4,PTHR11219-1
1,0.4136964778403283,213,GO:0008432,17,NA,1,1,PTHR11232-1
0,0.5209887917595936,230,GO:0008432,NA,17,1,1,PTHR11232-1
1,0.4342587394319105,20,GO:0016324,29,NA,1,1,PTHR11232-2
0,0.5498084743042572,171,GO:0016324,NA,29,1,1,PTHR11232-2
0,0.7260553474603277,42,GO:0005634,NA,31,1,5,PTHR11255-1
1,0.6410842144677172,80,GO:0005634,33,22,1,5,PTHR11255-1
1,0.7232118332756919,101,GO:0005634,33,6,1,5,PTHR11255-1
1,0.7157806884742368,106,GO:0005634,31,6,1,5,PTHR11255-1
1,0.6452040771411351,241,GO:0005634,40,32,1,5,PTHR11255-1
1,0.6477220412011041,347,GO:0005634,40,32,1,5,PTHR11255-1
1,0.6601013956697925,8,GO:0005739,21,6,1,4,PTHR11264-1
1,0.5903646883779143,17,GO:0005739,17,6,1,4,PTHR11264-1
1,0.8125543300997992,54,GO:0005739,22,2,1,4,PTHR11264-1
1,0.803411962456736,55,GO:0005739,22,2,1,4,PTHR11264-1
0,0.615285524088993,85,GO:0005739,NA,17,1,4,PTHR11264-1
1,0.5735505559576892,57,GO:0005777,35,33,1,3,PTHR11266-1
1,0.5263331534846445,185,GO:0005777,26,24,1,3,PTHR11266-1
0,0.7473379468562739,258,GO:0005777,NA,6,1,3,PTHR11266-1
1,0.4004219827881767,262,GO:0005777,6,24,1,3,PTHR11266-1
1,0.7187653541222222,4,GO:0003700,33,23,1,9,PTHR11267-1
1,0.8082083617304568,52,GO:0003700,35,6,1,9,PTHR11267-1
1,0.821139386953153,56,GO:0003700,33,6,1,9,PTHR11267-1
1,0.7498856857038024,70,GO:0003700,28,11,1,9,PTHR11267-1
1,0.7468151050172526,151,GO:0003700,33,13,1,9,PTHR11267-1
1,0.7780424048602826,184,GO:0003700,35,10,1,9,PTHR11267-1
1,0.7758948795916234,195,GO:0003700,35,10,1,9,PTHR11267-1
1,0.723923829987555,337,GO:0003700,32,24,1,9,PTHR11267-1
0,0.7893576708146285,456,GO:0003700,NA,22,1,9,PTHR11267-1
1,0.6330269308512124,487,GO:0003700,22,20,1,9,PTHR11267-1
1,0.2962366602981926,134,GO:0030168,5,NA,1,1,PTHR11339-1
0,0.6696675050703845,138,GO:0030168,NA,5,1,1,PTHR11339-1
1,0.855843155010952,3,GO:0004768,7,7,1,13,PTHR11351-1
1,0.9008718873510478,8,GO:0004768,4,4,1,13,PTHR11351-1
0,0.9392867625432522,10,GO:0004768,NA,4,1,13,PTHR11351-1
1,0.9324301199211227,12,GO:0004768,4,2,1,13,PTHR11351-1
1,0.9382640660947966,13,GO:0004768,4,2,1,13,PTHR11351-1
1,0.9387306498015092,14,GO:0004768,4,2,1,13,PTHR11351-1
1,0.9377732007690931,15,GO:0004768,4,2,1,13,PTHR11351-1
1,0.9187474142410741,16,GO:0004768,9,2,1,13,PTHR11351-1
1,0.9144006225513145,17,GO:0004768,9,2,1,13,PTHR11351-1
1,0.7750103740251066,32,GO:0004768,18,18,1,13,PTHR11351-1
1,0.8946086343515945,51,GO:0004768,21,2,1,13,PTHR11351-1
1,0.8984885329143529,52,GO:0004768,21,2,1,13,PTHR11351-1
1,0.7376875951037012,113,GO:0004768,24,13,1,13,PTHR11351-1
1,0.567233612963287,136,GO:0004768,21,13,1,13,PTHR11351-1
1,0.7933273655875573,1,GO:0005777,34,5,1,8,PTHR11384-1
1,0.7858402635912712,6,GO:0005777,33,5,1,8,PTHR11384-1
1,0.7036958337019625,17,GO:0005777,34,17,1,8,PTHR11384-1
1,0.652225000167472,68,GO:0005777,26,23,1,8,PTHR11384-1
1,0.7968248974711137,87,GO:0005777,35,6,1,8,PTHR11384-1
1,0.8916648497019103,91,GO:0005777,33,2,1,8,PTHR11384-1
1,0.8931348907939305,92,GO:0005777,33,2,1,8,PTHR11384-1
1,0.5144166153391054,153,GO:0005777,6,28,1,8,PTHR11384-1
0,0.8201283641842146,157,GO:0005777,NA,6,1,8,PTHR11384-1
1,0.8463518907950364,73,GO:0006970,6,2,1,3,PTHR11404-1
1,0.8461717018247235,74,GO:0006970,6,2,1,3,PTHR11404-1
1,0.8651291904986841,75,GO:0006970,6,2,1,3,PTHR11404-1
0,0.7122522852393066,78,GO:0006970,NA,6,1,3,PTHR11404-1
1,0.8489741324633394,73,GO:0009737,6,2,1,3,PTHR11404-2
1,0.8494495965657023,74,GO:0009737,6,2,1,3,PTHR11404-2
1,0.8424293902238515,75,GO:0009737,6,2,1,3,PTHR11404-2
0,0.7189073803157395,78,GO:0009737,NA,6,1,3,PTHR11404-2
1,0.7291646434589334,4,GO:0004000,18,18,1,10,PTHR11409-1
0,0.9502864618883745,30,GO:0004000,NA,2,1,10,PTHR11409-1
1,0.6361701189234203,31,GO:0004000,2,2,1,10,PTHR11409-1
1,0.662078864171782,33,GO:0004000,2,2,1,10,PTHR11409-1
1,0.7415376881568937,57,GO:0004000,27,23,1,10,PTHR11409-1
1,0.825735115971915,117,GO:0004000,29,6,1,10,PTHR11409-1
1,0.9068228563606211,122,GO:0004000,27,2,1,10,PTHR11409-1
1,0.9076383955020318,123,GO:0004000,27,2,1,10,PTHR11409-1
1,0.7607494559205062,137,GO:0004000,22,11,1,10,PTHR11409-1
1,0.6002450089068491,159,GO:0004000,14,9,1,10,PTHR11409-1
1,0.5187002282395035,173,GO:0004000,17,9,1,10,PTHR11409-1
1,0.6628349508353213,4,GO:0006154,18,18,1,6,PTHR11409-2
0,0.9259515859059125,30,GO:0006154,NA,2,1,6,PTHR11409-2
1,0.5823574329902929,31,GO:0006154,2,2,1,6,PTHR11409-2
1,0.5687450238115173,33,GO:0006154,2,2,1,6,PTHR11409-2
1,0.7242903262249812,117,GO:0006154,29,6,1,6,PTHR11409-2
1,0.7304852327192012,122,GO:0006154,27,6,1,6,PTHR11409-2
1,0.42591392643006526,173,GO:0006154,17,17,1,6,PTHR11409-2
1,0.6660345787788012,248,GO:0004667,19,7,1,3,PTHR11430-1
1,0.8352509280315967,254,GO:0004667,18,2,1,3,PTHR11430-1
1,0.8410222827135161,255,GO:0004667,18,2,1,3,PTHR11430-1
0,0.5231785458529752,280,GO:0004667,NA,18,1,3,PTHR11430-1
1,0.58462159129069,3,GO:0002161,28,27,1,4,PTHR11451-1
1,0.3045523353776288,162,GO:0002161,2,5,1,4,PTHR11451-1
0,0.8290429195095743,163,GO:0002161,NA,2,1,4,PTHR11451-1
1,0.42058383415766115,166,GO:0002161,5,5,1,4,PTHR11451-1
1,0.5378231425663326,205,GO:0002161,12,11,1,4,PTHR11451-1
1,0.7275436311242793,3,GO:0004829,28,21,1,8,PTHR11451-2
1,0.7444109241961048,40,GO:0004829,25,21,1,8,PTHR11451-2
1,0.7178033938316639,77,GO:0004829,17,16,1,8,PTHR11451-2
1,0.8472399898065737,133,GO:0004829,16,3,1,8,PTHR11451-2
1,0.8335080201876567,135,GO:0004829,15,3,1,8,PTHR11451-2
0,0.8702813253137842,162,GO:0004829,NA,2,1,8,PTHR11451-2
1,0.3395302970265164,163,GO:0004829,2,5,1,8,PTHR11451-2
1,0.46727517968011045,166,GO:0004829,5,5,1,8,PTHR11451-2
1,0.6088291853530369,205,GO:0004829,12,11,1,8,PTHR11451-2
1,0.6454563296797997,40,GO:0006435,25,24,1,5,PTHR11451-3
1,0.6318922615404442,77,GO:0006435,17,16,1,5,PTHR11451-3
0,0.8477489304958972,162,GO:0006435,NA,2,1,5,PTHR11451-3
1,0.2884834707148092,163,GO:0006435,2,5,1,5,PTHR11451-3
1,0.4258613135555761,166,GO:0006435,5,5,1,5,PTHR11451-3
1,0.5560483475215338,205,GO:0006435,12,11,1,5,PTHR11451-3
0,0.6486364847517975,5,GO:0050830,NA,21,1,3,PTHR11475-1
1,0.5268765865612954,111,GO:0050830,21,17,1,3,PTHR11475-1
1,0.7020956681274688,173,GO:0050830,26,4,1,3,PTHR11475-1
1,0.7071473137380929,175,GO:0050830,26,4,1,3,PTHR11475-1
1,0.2908920844990471,178,GO:0045576,5,NA,1,1,PTHR11481-1
0,0.6988925579917249,182,GO:0045576,NA,5,1,1,PTHR11481-1
0,0.7335467279194909,36,GO:0004586,NA,17,1,7,PTHR11482-1
1,0.7740243932677047,49,GO:0004586,19,6,1,7,PTHR11482-1
1,0.8864725466668254,53,GO:0004586,17,2,1,7,PTHR11482-1
1,0.881820160504476,54,GO:0004586,17,2,1,7,PTHR11482-1
1,0.6706985236018846,133,GO:0004586,26,11,1,7,PTHR11482-1
1,0.6289091621108885,149,GO:0004586,21,6,1,7,PTHR11482-1
1,0.6120814059097822,152,GO:0004586,23,6,1,7,PTHR11482-1
1,0.5057515343943442,199,GO:0004586,27,10,1,7,PTHR11482-1
1,0.5538038254146034,76,GO:0005506,9,12,1,4,PTHR11485-1
0,0.7542054763842281,101,GO:0005506,NA,9,1,4,PTHR11485-1
1,0.5604042234658161,111,GO:0005506,9,12,1,4,PTHR11485-1
1,0.6013878357001224,118,GO:0005506,20,17,1,4,PTHR11485-1
1,0.5321453593602472,154,GO:0005506,21,18,1,4,PTHR11485-1
1,0.4277665624385601,7,GO:0044304,16,NA,1,1,PTHR11501-1
0,0.5848676000157252,25,GO:0044304,NA,16,1,1,PTHR11501-1
1,0.7514887929139303,2,GO:0004739,29,8,1,5,PTHR11516-1
1,0.8330345309410547,12,GO:0004739,27,4,1,5,PTHR11516-1
1,0.8123356988449353,14,GO:0004739,27,4,1,5,PTHR11516-1
1,0.7096629599287899,54,GO:0004739,19,7,1,5,PTHR11516-1
1,0.7071043025673861,58,GO:0004739,18,7,1,5,PTHR11516-1
0,0.4803956546513116,138,GO:0004739,NA,18,1,5,PTHR11516-1
1,0.8977459420888348,15,GO:0009408,13,6,1,25,PTHR11527-1
1,0.8996308606260057,19,GO:0009408,13,6,1,25,PTHR11527-1
1,0.8837267117938521,30,GO:0009408,14,8,1,25,PTHR11527-1
1,0.9490405923325019,46,GO:0009408,14,2,1,25,PTHR11527-1
1,0.9474508233974186,47,GO:0009408,14,2,1,25,PTHR11527-1
1,0.9153566622935746,62,GO:0009408,9,6,1,25,PTHR11527-1
1,0.9117152236591693,66,GO:0009408,9,6,1,25,PTHR11527-1
1,0.8882435465025,73,GO:0009408,10,9,1,25,PTHR11527-1
1,0.9123037572965217,82,GO:0009408,9,6,1,25,PTHR11527-1
1,0.9133420433246331,86,GO:0009408,9,6,1,25,PTHR11527-1
1,0.9008580146399933,94,GO:0009408,9,8,1,25,PTHR11527-1
0,0.9387789811447933,103,GO:0009408,NA,5,1,25,PTHR11527-1
1,0.9662542181316194,111,GO:0009408,7,2,1,25,PTHR11527-1
1,0.9648512043527879,112,GO:0009408,7,2,1,25,PTHR11527-1
1,0.9654534573331133,113,GO:0009408,7,2,1,25,PTHR11527-1
1,0.9240091465663646,118,GO:0009408,5,6,1,25,PTHR11527-1
1,0.9692597344702094,123,GO:0009408,7,2,1,25,PTHR11527-1
1,0.9689907180761732,124,GO:0009408,7,2,1,25,PTHR11527-1
1,0.9690166005690938,125,GO:0009408,7,2,1,25,PTHR11527-1
1,0.968323156139918,126,GO:0009408,7,2,1,25,PTHR11527-1
1,0.9178526574690574,132,GO:0009408,8,7,1,25,PTHR11527-1
1,0.9665844930033444,164,GO:0009408,10,2,1,25,PTHR11527-1
1,0.9687552188288014,165,GO:0009408,10,2,1,25,PTHR11527-1
1,0.9684641749168836,166,GO:0009408,10,2,1,25,PTHR11527-1
1,0.9559421864095432,206,GO:0009408,10,2,1,25,PTHR11527-1
1,0.9554167904822638,208,GO:0009408,10,2,1,25,PTHR11527-1
1,0.6278647771195813,125,GO:0009408,22,20,1,5,PTHR11528-1
1,0.675109384941368,184,GO:0009408,27,9,1,5,PTHR11528-1
1,0.6890847311615205,194,GO:0009408,22,9,1,5,PTHR11528-1
1,0.654630651314124,211,GO:0009408,21,15,1,5,PTHR11528-1
0,0.6556533487416238,313,GO:0009408,NA,18,1,5,PTHR11528-1
1,0.528815145543722,379,GO:0009408,18,20,1,5,PTHR11528-1
1,0.5783176513269203,1,GO:0005654,15,15,1,4,PTHR11534-1
1,0.6023157224001464,40,GO:0005654,15,13,1,4,PTHR11534-1
1,0.4898448411802734,58,GO:0005654,8,13,1,4,PTHR11534-1
1,0.5928583321504516,60,GO:0005654,12,14,1,4,PTHR11534-1
0,0.690869062402867,79,GO:0005654,NA,8,1,4,PTHR11534-1
0,0.5617083632805902,5,GO:0043966,NA,17,1,1,PTHR11534-2
1,0.40839572222149156,64,GO:0043966,17,NA,1,1,PTHR11534-2
0,0.566311854437826,5,GO:0043967,NA,17,1,1,PTHR11534-3
1,0.3921086924976448,64,GO:0043967,17,NA,1,1,PTHR11534-3
1,0.332741692452718,8,GO:0097452,7,NA,1,1,PTHR11545-1
0,0.6418955789785602,19,GO:0097452,NA,7,1,1,PTHR11545-1
0,0.6377961245358507,23,GO:0005829,NA,19,1,2,PTHR11561-1
1,0.4607955140266273,45,GO:0005829,19,14,1,2,PTHR11561-1
1,0.27998507397187766,87,GO:0005829,21,14,1,2,PTHR11561-1
1,0.36486303925699415,14,GO:0051591,11,NA,1,1,PTHR11561-2
0,0.5615001577864259,33,GO:0051591,NA,11,1,1,PTHR11561-2
1,0.7596555738350946,71,GO:0003993,27,6,1,5,PTHR11567-1
1,0.7402545330170559,76,GO:0003993,25,6,1,5,PTHR11567-1
1,0.88420581179077,91,GO:0003993,25,2,1,5,PTHR11567-1
1,0.8522971615369097,92,GO:0003993,25,2,1,5,PTHR11567-1
1,0.6313943494620337,196,GO:0003993,18,23,1,5,PTHR11567-1
0,0.5514436113383391,246,GO:0003993,NA,18,1,5,PTHR11567-1
0,0.5502764506167046,1,GO:0035565,NA,18,1,1,PTHR11568-1
1,0.3934534699089466,15,GO:0035565,18,NA,1,1,PTHR11568-1
0,0.5143563530449902,6,GO:0045773,NA,18,1,1,PTHR11589-1
1,0.3891719354428778,28,GO:0045773,18,NA,1,1,PTHR11589-1
1,0.9421666077519617,17,GO:0004602,7,2,1,18,PTHR11592-1
1,0.9396208587455437,18,GO:0004602,7,2,1,18,PTHR11592-1
1,0.9386749110904417,19,GO:0004602,7,2,1,18,PTHR11592-1
0,0.8490892842439356,31,GO:0004602,NA,7,1,18,PTHR11592-1
1,0.6487715338854181,64,GO:0004602,18,13,1,18,PTHR11592-1
1,0.876127645159161,71,GO:0004602,30,6,1,18,PTHR11592-1
1,0.941599925521291,75,GO:0004602,28,2,1,18,PTHR11592-1
1,0.9340734716224514,76,GO:0004602,28,2,1,18,PTHR11592-1
1,0.9296386658913975,118,GO:0004602,30,2,1,18,PTHR11592-1
1,0.928765591297422,119,GO:0004602,30,2,1,18,PTHR11592-1
1,0.8843941669979442,129,GO:0004602,31,6,1,18,PTHR11592-1
1,0.9475681312186345,134,GO:0004602,29,2,1,18,PTHR11592-1
1,0.947130739710311,135,GO:0004602,29,2,1,18,PTHR11592-1
1,0.8776112516163211,136,GO:0004602,30,7,1,18,PTHR11592-1
1,0.8791188735947634,167,GO:0004602,31,6,1,18,PTHR11592-1
1,0.9351441274956132,171,GO:0004602,29,2,1,18,PTHR11592-1
1,0.9385856715677191,172,GO:0004602,29,2,1,18,PTHR11592-1
1,0.7024857184397368,282,GO:0004602,17,8,1,18,PTHR11592-1
1,0.8053802808832228,296,GO:0004602,21,8,1,18,PTHR11592-1
1,0.32962883490622735,4,GO:0008379,13,11,1,2,PTHR11592-2
0,0.5906018368279163,31,GO:0008379,NA,13,1,2,PTHR11592-2
